A,p,t,R_train_A_p,R_validation_A_p
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,11.96,1.0,0.7
4,1.0,1.29,1.0,0.2
5,1.0,5.89,0.88,0.57
7,1.0,1.05,1.0,0.25
13,1.0,19.94,1.0,0.47
23,1.0,5.45,None,None
