A,p,t,R_train_A_p,R_validation_A_p
17,0.2,2.05,0.69,0.3
28,0.2,2.97,1.0,0.62
36,0.6,4.78,0.75,0.66
14,0.7,7.26,1.0,0.46
19,0.1,1.02,0.54,0.28
20,0.3,7.14,1.0,0.62
20,1.0,29.73,1.0,0.72
19,0.4,4.27,0.62,0.43
21,0.2,2.21,1.0,0.62
34,1.0,13.49,0.76,0.72
37,1.0,4.65,0.76,0.71
5,0.4,2.73,0.99,0.49
14,0.1,0.98,1.0,0.27
15,0.7,12.68,1.0,0.35
4,0.5,0.68,1.0,0.16
35,0.2,1.66,0.39,0.26
4,0.1,0.24,1.0,0.1
0,0.5,2.44,0.96,0.43
22,0.8,14.68,1.0,0.69
30,0.3,2.08,0.02,0.01
6,0.9,10.76,1.0,0.53
20,0.2,3.5,1.0,0.59
32,0.3,4.46,0.65,0.49
11,0.3,2.74,1.0,0.31
9,0.6,0.74,1.0,0.24
19,0.2,1.89,0.57,0.38
32,1.0,12.62,0.75,0.71
18,0.3,3.25,0.64,0.38
13,0.3,3.08,1.0,0.36
34,0.1,1.3,0.46,0.26
20,1.0,29.73,1.0,0.72
35,0.4,2.68,0.52,0.44
11,0.5,5.12,1.0,0.32
27,0.9,9.52,1.0,0.7
10,0.1,0.86,1.0,0.24
15,0.5,6.27,1.0,0.32
4,0.8,1.11,1.0,0.18
27,0.9,9.52,1.0,0.7
16,0.9,7.55,0.78,0.36
28,0.9,23.01,1.0,0.7
29,0.1,2.13,1.0,0.53
25,0.6,12.41,1.0,0.7
10,0.5,2.26,1.0,0.32
31,0.1,1.0,0.45,0.23
26,1.0,21.99,1.0,0.7
1,0.1,0.07,1.0,0.1
22,1.0,20.7,1.0,0.69
8,1.0,1.52,1.0,0.25
8,0.3,0.71,1.0,0.18
16,0.5,2.79,0.78,0.32
25,1.0,23.53,1.0,0.74
25,0.3,3.46,1.0,0.63
39,0.2,1.28,0.54,0.37
14,0.8,9.16,1.0,0.47
0,0.3,1.64,1.0,0.44
33,0.6,7.65,0.75,0.67
32,0.8,10.36,0.75,0.69
14,0.4,3.27,1.0,0.4
20,0.8,22.64,1.0,0.71
30,0.4,2.68,0.02,0.01
26,0.6,11.68,1.0,0.69
35,1.0,5.97,0.66,0.61
17,0.4,7.94,0.69,0.36
3,0.2,0.47,1.0,0.15
32,0.6,8.69,0.75,0.66
10,0.9,5.5,1.0,0.36
13,0.5,5.87,1.0,0.41
19,0.5,6.08,0.63,0.45
35,0.6,3.43,0.6,0.55
10,0.8,4.23,1.0,0.35
38,0.2,1.29,0.54,0.37
7,1.0,1.05,1.0,0.25
32,1.0,12.62,0.75,0.71
24,0.3,1.14,1.0,0.64
9,0.5,0.63,1.0,0.22
27,0.4,2.36,1.0,0.67
36,0.1,1.06,0.46,0.26
31,0.7,6.56,0.64,0.55
22,0.7,12.41,1.0,0.68
32,0.3,4.46,0.65,0.49
34,0.1,1.3,0.46,0.26
33,0.2,2.1,0.54,0.37
16,0.2,0.83,0.78,0.28
17,0.2,2.05,0.69,0.3
8,1.0,1.52,1.0,0.25
5,0.8,4.78,0.92,0.54
15,0.7,8.98,None,None
